Ticket ID,Ticket Subject,Ticket Description,Ticket Type,Ticket Priority,Ticket Channel
542,Subscription renewed at wrong price,"I have a question about a line item on my latest invoice, it doesn't match what I was quoted at signup.",Billing inquiry,High,Phone
543,Unexpected charge on my card,"My card was charged twice for the same monthly subscription, I would like to understand why and get this corrected.",Billing inquiry,High,Phone
544,Cannot connect to the server,The dashboard fails to load and shows a 500 internal server error whenever I try to view my reports.,Technical issue,Low,Phone
545,Need clarification on billing cycle,"My subscription renewed at a higher price than what I originally signed up for, please explain the increase.",Billing inquiry,Low,Email
546,Sync feature not working,"Our Zapier integration stopped passing data through after your latest release, nothing shows up on the other end.",Technical issue,Low,Chat
547,Comparing plan tiers,I'm considering upgrading my plan and wanted to know what additional features come with the higher tier.,Product inquiry,Low,Phone
548,Mobile app stuck on loading screen,The dashboard fails to load and shows a 500 internal server error whenever I try to view my reports.,Technical issue,Medium,Chat
549,Want to cancel my subscription,"I would like to cancel my subscription effective immediately, please confirm once this is done.",Cancellation request,Low,Phone
550,"Product did not work as advertised, want refund","I was charged twice for the same order, please refund the duplicate charge as soon as possible.",Refund request,High,Chat
551,Charged twice for the same subscription,The total on my invoice this month is higher than my usual plan price and I am not sure why.,Billing inquiry,Medium,Chat
552,Please cancel my account,"Can you walk me through how to cancel my current plan, I cannot find the option in settings.",Cancellation request,Medium,Chat
553,Cancelling due to lack of use,"Can you walk me through how to cancel my current plan, I cannot find the option in settings.",Cancellation request,Low,Email
554,Charged twice for the same subscription,The total on my invoice this month is higher than my usual plan price and I am not sure why.,Billing inquiry,High,Phone
555,Please cancel my account,"Can you walk me through how to cancel my current plan, I cannot find the option in settings.",Cancellation request,Low,Email
556,Invoice total does not match plan price,The total on my invoice this month is higher than my usual plan price and I am not sure why.,Billing inquiry,Medium,Phone
557,Software freezes during export,"The sync between my desktop and mobile app stopped working two days ago, my data is not updating.",Technical issue,High,Chat
558,Please cancel my account,"I would like to cancel my subscription effective immediately, please confirm once this is done.",Cancellation request,High,Chat
559,Cancelling due to lack of use,"I would like to cancel my subscription effective immediately, please confirm once this is done.",Cancellation request,Low,Email
560,Question about upgrading my plan,"I'm evaluating your enterprise features for my team, could you share more details on SSO support.",Product inquiry,High,Chat
561,Cancelling due to lack of use,"Please cancel my account and stop any future billing, I no longer need the service.",Cancellation request,Medium,Chat
562,Want to cancel my subscription,"I would like to cancel my subscription effective immediately, please confirm once this is done.",Cancellation request,Medium,Email
